,alcohol,volatile acidity,citric acid,sulphates,quality,best_quality
543,11.0,0.66,0.24,0.72,6,0
544,8.4,0.31,0.74,0.79,6,0
545,9.1,0.47,0.49,0.59,5,0
546,9.5,0.55,0.24,0.78,6,0
547,10.7,0.31,0.49,0.86,6,0
548,10.4,0.35,0.49,0.75,6,0
549,9.4,0.53,0.49,0.61,6,0
550,9.5,0.51,0.01,0.56,6,0
551,10.0,0.43,0.24,0.73,6,0
552,10.0,0.46,0.24,0.74,6,0
553,11.5,1.04,0.24,0.62,5,0
554,11.1,0.645,0.49,0.74,5,0
555,11.1,0.645,0.49,0.74,5,0
556,11.7,0.53,0.49,0.56,6,0
557,11.1,0.645,0.49,0.74,5,0
558,11.7,0.53,0.49,0.56,6,0
559,12.7,0.47,0.49,0.68,6,0
560,11.4,0.6,0.49,0.57,5,0
561,9.2,0.44,0.49,0.58,5,0
562,9.2,0.54,0.49,0.61,5,0
563,10.1,0.29,0.49,0.61,6,0
564,12.7,0.47,0.49,0.68,6,0
565,11.4,0.6,0.49,0.57,5,0
566,9.0,0.7,0.24,0.6,6,0
567,9.0,0.7,0.24,0.6,6,0
568,10.7,0.5,0.49,0.79,6,0
569,11.7,0.36,0.24,0.57,6,0
570,11.0,0.35,0.49,0.91,6,0
571,11.7,0.36,0.24,0.57,6,0
572,10.4,0.24,0.49,0.61,5,0
573,9.6,0.59,0.49,0.56,4,0
574,10.0,0.34,0.49,0.7,6,0
575,10.2,0.27,0.49,0.8,6,0
576,10.0,0.5,0.24,0.52,4,0
577,9.5,0.44,0.49,0.6,5,0
578,9.8,0.47,0.49,0.6,5,0
579,9.8,0.31,0.49,0.51,6,0
580,9.6,0.5,0.49,0.44,5,0
581,9.6,0.5,0.49,0.44,5,0
582,9.2,0.49,0.49,0.43,5,0
583,9.9,0.28,0.49,0.66,7,1
584,10.7,0.33,0.49,0.76,7,1
585,9.6,0.51,0.24,0.66,6,0
586,10.6,0.31,0.49,1.02,7,1
587,9.3,0.73,0.24,0.59,5,0
588,14.0,0.42,0.24,0.74,8,1
589,10.5,0.29,0.49,0.74,7,1
590,9.7,0.45,0.49,0.57,5,0
591,11.5,0.39,0.49,0.5,6,0
592,9.7,0.45,0.49,0.57,5,0
593,9.0,0.49,0.58,0.58,5,0
594,9.5,0.72,0.17,0.53,5,0
595,9.3,0.595,0.41,0.57,5,0
596,9.3,0.4,0.51,0.6,6,0
597,10.0,0.58,0.58,0.63,6,0
598,9.8,0.585,0.18,0.48,6,0
599,9.3,0.59,0.45,0.7,6,0
600,10.0,0.915,0.27,0.47,4,0
601,9.0,0.46,0.52,0.56,6,0
602,9.3,0.835,0.0,0.52,5,0
603,9.0,0.46,0.52,0.56,6,0
604,9.1,0.58,0.13,0.62,6,0
605,9.2,0.6,0.13,0.59,6,0
606,12.2,0.41,0.48,0.79,7,1
607,10.5,0.48,0.41,0.53,6,0
608,10.4,0.65,0.37,0.64,6,0
609,12.7,0.36,0.19,0.52,6,0
610,9.2,0.24,0.54,0.54,5,0
611,9.4,0.38,0.55,0.54,5,0
612,10.0,0.64,0.0,0.6,6,0
613,9.8,0.39,0.38,0.74,5,0
614,10.2,0.755,0.18,1.36,6,0
615,9.7,0.6,0.5,0.57,5,0
616,9.7,0.6,0.5,0.57,5,0
617,9.8,0.31,0.51,0.93,6,0
618,10.2,0.46,0.5,0.7,5,0
619,9.3,0.37,0.41,0.8,5,0
620,9.4,0.54,0.24,0.61,5,0
621,9.4,0.56,0.23,0.62,5,0
622,9.5,0.58,0.22,0.55,5,0
623,12.1,0.51,0.25,0.96,6,0
624,10.2,0.69,0.0,0.72,5,0
625,10.2,0.69,0.0,0.72,5,0
626,9.1,0.6,0.29,0.49,5,0
627,9.1,0.6,0.29,0.49,5,0
628,9.3,0.54,0.26,0.6,6,0
629,9.3,0.685,0.23,0.61,5,0
630,9.3,0.54,0.26,0.6,6,0
631,9.5,0.28,0.54,0.63,5,0
632,10.5,0.41,0.14,0.57,6,0
633,11.3,0.935,0.22,0.64,4,0
634,9.5,0.35,0.21,0.58,5,0
635,9.7,0.84,0.0,0.55,5,0
636,9.4,0.88,0.28,0.53,5,0
637,9.4,0.885,0.27,0.53,5,0
638,10.2,0.915,0.12,0.65,7,1
639,10.3,0.29,0.35,1.36,6,0
640,9.4,0.54,0.45,0.62,5,0
641,9.5,0.59,0.44,0.63,5,0
642,9.4,0.54,0.45,0.62,5,0
643,9.5,0.59,0.44,0.63,5,0
644,9.4,0.54,0.45,0.62,5,0
645,10.1,0.64,0.1,0.69,7,1
646,10.1,0.67,0.05,0.63,5,0
647,11.0,0.845,0.01,0.58,4,0
648,11.2,0.48,0.3,0.67,7,1
649,11.3,0.42,0.27,0.57,6,0
650,9.6,0.43,0.39,0.5,5,0
651,11.2,0.88,0.25,0.67,5,0
652,14.9,0.36,0.65,0.84,5,0
653,12.0,0.33,0.59,0.54,6,0
654,9.5,0.47,0.47,0.46,5,0
655,9.4,0.55,0.17,0.61,5,0
656,9.6,0.43,0.39,0.5,5,0
657,10.5,0.5,0.59,0.68,7,1
658,9.6,0.52,0.07,0.81,6,0
659,11.0,0.84,0.02,0.57,4,0
660,9.6,0.52,0.07,0.81,6,0
661,9.0,0.42,0.31,0.64,5,0
662,9.6,0.57,0.06,0.7,6,0
663,10.2,0.28,0.46,0.79,6,0
664,10.2,0.4,0.52,0.66,5,0
665,9.7,0.59,0.14,0.56,5,0
666,9.5,0.49,0.36,0.6,6,0
667,9.2,0.34,0.45,0.66,6,0
668,11.0,0.73,0.43,0.57,5,0
669,9.2,0.34,0.45,0.66,6,0
670,10.0,0.4,0.24,0.58,5,0
671,9.5,0.73,0.21,0.52,5,0
672,9.5,1.24,0.34,0.53,5,0
673,9.5,0.73,0.21,0.52,5,0
674,9.3,0.4,0.41,0.67,6,0
675,10.2,0.41,0.39,0.65,5,0
676,9.3,0.4,0.41,0.67,6,0
677,9.9,0.8,0.11,0.48,5,0
678,10.0,0.78,0.1,0.53,5,0
679,9.6,0.26,0.45,0.54,5,0
680,9.0,0.43,0.58,0.49,5,0
681,10.2,0.45,0.23,0.49,6,0
682,9.8,0.46,0.31,0.54,5,0
683,11.3,0.78,0.23,0.56,5,0
684,9.4,0.98,0.32,0.48,5,0
685,11.3,0.78,0.23,0.56,5,0
686,9.1,0.65,0.18,0.6,5,0
687,9.7,0.64,0.23,0.59,5,0
688,9.4,0.66,0.04,0.47,5,0
689,9.4,0.38,0.48,1.05,5,0
690,10.7,1.185,0.0,0.54,3,0
691,9.8,0.92,0.24,0.54,5,0
692,9.0,0.49,0.51,1.17,5,0
693,9.4,0.48,0.32,0.62,5,0
694,9.4,0.47,0.31,0.61,5,0
695,12.8,0.47,0.02,0.62,6,0
696,9.5,0.65,0.02,0.67,6,0
697,9.5,0.65,0.02,0.67,6,0
698,9.7,0.615,0.28,0.53,5,0
699,10.8,0.38,0.55,0.62,6,0
700,10.1,1.02,0.43,0.57,6,0
701,9.5,0.65,0.02,0.67,6,0
702,9.4,0.64,0.02,0.67,6,0
703,9.6,0.38,0.48,0.7,4,0
704,9.7,0.765,0.04,0.54,4,0
705,9.9,1.035,0.15,0.49,5,0
706,10.0,0.78,0.08,0.47,5,0
707,10.5,0.49,0.19,0.51,5,0
708,11.6,0.545,0.12,0.61,6,0
709,10.0,0.31,0.47,0.66,6,0
710,10.1,1.025,0.43,0.57,5,0
711,9.5,0.565,0.34,0.61,5,0
712,9.4,0.69,0.0,0.45,5,0
713,9.4,0.43,0.36,0.46,5,0
714,9.8,0.74,0.28,0.51,5,0
715,9.2,0.49,0.18,0.48,6,0
716,9.4,0.43,0.36,0.46,5,0
717,10.0,0.46,0.11,0.57,5,0
718,9.6,0.56,0.04,0.44,5,0
719,9.5,0.66,0.0,0.54,5,0
720,9.6,0.56,0.04,0.44,5,0
721,9.2,0.48,0.24,0.53,5,0
722,10.0,0.42,0.08,0.59,5,0
723,9.5,0.31,0.3,1.62,5,0
724,11.2,1.115,0.1,0.6,4,0
725,10.4,0.66,0.17,0.55,5,0
726,11.1,0.72,0.09,0.72,6,0
727,9.5,0.57,0.02,0.68,5,0
728,9.5,0.57,0.02,0.68,5,0
729,12.7,0.865,0.03,0.49,6,0
730,9.6,0.55,0.66,0.67,5,0
731,11.5,0.875,0.13,0.52,5,0
732,9.6,0.835,0.03,0.47,5,0
733,9.5,0.45,0.34,0.6,5,0
734,9.3,0.56,0.2,0.62,5,0
735,9.5,0.965,0.1,0.5,5,0
736,9.5,0.965,0.1,0.5,5,0
737,9.3,0.59,0.0,0.65,6,0
738,9.2,0.46,0.23,0.56,5,0
739,9.3,0.69,0.0,0.6,5,0
740,11.5,0.76,0.29,0.68,6,0
741,9.5,0.53,0.24,0.57,5,0
742,9.2,0.615,0.0,0.65,5,0
743,10.0,0.41,0.58,0.53,5,0
744,9.5,0.39,0.54,0.51,5,0
745,9.5,0.51,0.18,0.73,6,0
746,9.0,0.34,0.38,0.47,6,0
747,9.4,0.33,0.4,0.48,5,0
748,9.6,0.5,0.18,0.72,6,0
749,9.5,0.51,0.18,0.73,6,0
750,9.5,0.65,0.1,0.55,5,0
751,9.5,0.65,0.1,0.55,5,0
752,9.4,0.54,0.13,0.61,5,0
753,9.5,0.65,0.1,0.55,5,0
754,9.1,0.48,0.68,1.06,6,0
755,10.7,0.91,0.07,0.43,6,0
756,11.2,0.98,0.01,0.46,6,0
757,9.8,0.87,0.0,0.5,5,0
758,9.8,0.87,0.0,0.5,5,0
759,9.2,0.42,0.21,0.52,5,0
760,9.7,0.58,0.25,0.57,5,0
761,9.6,0.655,0.26,0.42,5,0
762,10.0,0.7,0.0,0.53,6,0
763,9.6,0.655,0.26,0.42,5,0
764,9.5,0.68,0.11,0.55,6,0
765,9.5,0.67,0.1,0.54,6,0
766,9.4,0.59,0.18,0.54,5,0
767,9.5,0.6,0.32,0.62,5,0
768,9.7,0.59,0.02,0.53,6,0
769,9.6,0.72,0.01,0.54,5,0
770,9.7,0.59,0.02,0.53,6,0
771,9.4,0.685,0.26,0.55,5,0
772,9.4,0.57,0.27,0.55,5,0
773,9.5,0.4,0.29,0.92,6,0
774,9.5,0.4,0.3,0.91,6,0
775,10.0,1.0,0.0,0.46,5,0
776,10.3,0.765,0.18,0.6,6,0
777,10.3,0.635,0.17,0.59,6,0
778,10.5,0.43,0.3,0.61,5,0
779,9.8,0.52,0.03,0.6,5,0
780,9.4,0.57,0.0,0.6,6,0
781,9.8,0.46,0.14,0.65,5,0
782,10.0,0.82,0.05,0.53,5,0
783,9.8,0.46,0.14,0.65,5,0
784,9.8,0.59,0.01,0.59,5,0
785,9.5,0.35,0.41,0.5,5,0
786,9.5,0.35,0.41,0.5,5,0
787,10.1,0.56,0.24,0.56,6,0
788,10.1,0.56,0.24,0.56,6,0
789,9.3,0.63,0.17,0.52,5,0
790,9.7,0.37,0.43,0.68,6,0
791,9.6,0.64,0.17,0.54,5,0
792,9.7,0.61,0.02,0.6,6,0
793,10.8,0.6,0.0,0.56,5,0
794,12.5,0.27,0.54,0.53,6,0
795,10.2,0.89,0.3,1.18,5,0
796,9.6,0.46,0.31,0.74,5,0
797,10.8,0.37,0.44,0.81,7,1
798,10.7,0.5,0.34,0.52,6,0
799,10.7,0.5,0.34,0.52,6,0
800,9.4,0.61,0.08,0.51,5,0
801,10.0,0.55,0.09,0.44,5,0
802,12.9,0.585,0.0,0.94,7,1
803,9.6,0.56,0.08,0.66,6,0
804,9.9,0.52,0.22,0.57,6,0
805,12.8,0.28,0.4,0.7,7,1
806,12.5,0.25,0.39,0.71,7,1
807,12.8,0.28,0.4,0.7,7,1
808,9.2,0.53,0.12,0.86,5,0
809,10.3,0.48,0.31,0.55,6,0
810,10.5,0.49,0.1,0.47,5,0
811,10.9,0.5,0.55,0.68,6,0
812,10.8,0.45,0.33,0.71,5,0
813,11.4,0.39,0.24,0.58,4,0
814,11.3,0.41,0.54,0.76,6,0
815,10.8,0.45,0.33,0.71,5,0
816,10.5,0.51,0.19,0.58,6,0
817,11.9,0.29,0.42,0.73,6,0
818,9.4,0.715,0.0,0.45,5,0
819,9.6,0.66,0.15,0.54,5,0
820,9.7,0.685,0.0,0.6,5,0
821,14.0,0.42,0.0,0.74,7,1
822,9.8,0.54,0.13,0.64,5,0
823,9.8,0.54,0.13,0.64,5,0
824,10.3,0.48,0.28,0.53,5,0
825,10.7,0.46,0.14,0.49,5,0
826,11.0,0.27,0.34,0.64,7,1
827,10.7,0.46,0.14,0.49,5,0
828,12.7,0.57,0.09,0.74,8,1
829,11.1,0.61,0.08,0.77,6,0
830,10.9,0.685,0.07,0.55,4,0
831,11.1,0.61,0.08,0.77,6,0
832,9.9,0.44,0.42,0.86,3,0
833,9.9,0.47,0.44,0.86,4,0
834,9.4,0.685,0.26,0.47,5,0
835,9.3,0.665,0.1,0.51,5,0
836,11.7,0.28,0.28,0.39,7,1
837,11.7,0.28,0.28,0.39,7,1
838,11.2,0.31,0.35,0.83,7,1
839,10.0,0.5,0.04,0.47,5,0
840,12.1,0.42,0.47,0.77,7,1
841,10.3,0.66,0.0,0.63,5,0
842,10.9,0.5,0.45,0.72,6,0
843,9.4,0.685,0.35,0.62,5,0
844,10.6,0.25,0.46,0.83,6,0
845,9.8,0.64,0.21,0.66,5,0
846,9.8,0.64,0.21,0.66,5,0
847,9.9,0.68,0.16,0.7,6,0
848,9.8,0.64,0.21,0.66,5,0
849,9.8,0.63,0.21,0.66,5,0
850,9.5,0.43,0.44,0.55,5,0
851,9.5,0.43,0.44,0.55,5,0
852,9.7,0.42,0.32,1.07,5,0
853,10.9,0.36,0.39,0.73,6,0
854,10.9,0.36,0.39,0.73,6,0
855,11.7,0.735,0.02,0.71,7,1
856,10.9,0.36,0.39,0.73,6,0
857,11.3,0.26,0.34,0.78,7,1
858,10.6,0.28,0.47,0.67,7,1
859,11.2,0.56,0.22,0.82,6,0
860,9.5,0.62,0.06,0.54,5,0
861,11.5,1.01,0.66,0.6,6,0
862,10.4,0.42,0.32,0.44,5,0
863,9.7,0.62,0.06,0.53,5,0
864,9.5,0.62,0.06,0.54,5,0
865,9.7,0.635,0.07,0.54,5,0
866,11.3,0.49,0.22,0.83,6,0
867,11.2,0.51,0.23,0.84,6,0
868,11.2,0.56,0.22,0.82,6,0
869,10.9,0.63,0.03,0.64,6,0
870,11.8,0.715,0.01,0.57,6,0
871,10.6,0.56,0.03,0.57,5,0
872,10.0,0.35,0.24,0.54,4,0
873,11.1,0.21,0.37,0.58,7,1
874,11.8,0.38,0.46,0.65,7,1
875,11.8,0.31,0.4,0.79,7,1
876,10.9,0.47,0.0,0.58,4,0
877,11.8,0.715,0.01,0.57,6,0
878,10.0,0.61,0.19,0.5,6,0
879,9.5,0.6,0.04,0.55,5,0
880,9.9,0.56,0.18,0.49,5,0
881,11.4,0.715,0.0,0.65,6,0
882,12.0,0.31,0.29,0.78,6,0
883,9.5,0.6,0.04,0.55,5,0
884,10.0,0.61,0.19,0.5,6,0
885,10.5,0.75,0.14,0.64,5,0
886,10.4,0.8,0.12,0.65,6,0
887,12.1,0.52,0.38,0.79,7,1
888,11.2,0.57,0.0,0.56,6,0
889,9.3,0.9,0.34,0.68,5,0
890,10.1,0.34,0.24,0.58,5,0
891,9.7,0.66,0.03,0.57,5,0
892,9.3,0.45,0.23,0.65,6,0
893,9.7,0.66,0.03,0.57,5,0
894,9.8,0.63,0.03,0.58,6,0
895,10.7,0.59,0.01,0.58,6,0
896,12.5,0.31,0.39,0.77,7,1
897,10.7,0.59,0.01,0.58,6,0
898,12.5,0.31,0.39,0.77,7,1
899,11.0,1.02,0.02,0.49,3,0
900,11.8,0.31,0.36,0.69,5,0
901,10.8,0.635,0.1,0.69,7,1
902,10.8,0.635,0.1,0.69,7,1
903,10.8,0.59,0.06,0.59,7,1
904,10.8,0.59,0.06,0.59,7,1
905,9.5,0.58,0.2,0.59,5,0
906,11.0,0.54,0.27,0.71,5,0
907,11.5,0.56,0.0,0.54,6,0
908,10.8,0.52,0.13,0.59,6,0
909,11.5,0.305,0.39,0.52,6,0
910,13.2,0.38,0.48,0.57,6,0
911,10.9,0.28,0.46,0.6,6,0
912,12.2,0.46,0.44,0.62,6,0
913,12.2,0.395,0.46,0.64,7,1
914,11.5,0.305,0.39,0.52,6,0
915,11.9,0.315,0.4,0.67,6,0
916,11.0,0.715,0.19,0.61,5,0
917,10.1,0.41,0.31,0.64,6,0
918,11.0,0.36,0.32,0.72,6,0
919,11.8,0.62,0.12,0.89,6,0
920,10.5,0.41,0.37,0.56,5,0
921,11.0,0.36,0.32,0.72,6,0
922,11.8,0.62,0.12,0.89,6,0
923,10.1,0.41,0.31,0.64,6,0
924,11.2,0.47,0.27,0.8,5,0
925,11.0,0.22,0.36,0.87,7,1
926,10.2,0.24,0.33,0.9,6,0
927,9.2,0.67,0.19,0.59,4,0
928,11.2,0.47,0.27,0.8,5,0
929,12.0,0.33,0.38,0.73,7,1
930,10.5,0.61,0.01,0.73,5,0
931,9.8,0.61,0.01,0.65,5,0
932,9.5,0.4,0.29,0.59,6,0
933,9.8,0.61,0.01,0.65,5,0
934,10.5,0.61,0.01,0.73,5,0
935,11.8,0.3,0.38,0.72,6,0
936,11.8,0.3,0.38,0.72,6,0
937,10.4,0.63,0.5,0.6,4,0
938,12.9,0.38,0.38,0.72,7,1
939,11.4,0.46,0.17,0.54,5,0
940,12.4,0.33,0.52,0.76,7,1
941,12.5,0.27,0.49,0.52,7,1
942,10.0,0.43,0.4,0.64,7,1
943,9.7,0.5,0.34,0.6,7,1
944,12.1,0.3,0.49,0.64,7,1
945,11.1,0.44,0.42,0.79,7,1
946,12.0,0.44,0.58,0.99,7,1
947,12.4,0.28,0.48,0.62,7,1
948,11.9,0.12,0.45,0.76,7,1
949,11.9,0.12,0.45,0.76,7,1
950,11.9,0.12,0.45,0.76,7,1
951,12.4,0.28,0.48,0.62,7,1
952,11.2,0.31,0.4,0.68,7,1
953,12.1,0.34,0.48,0.69,7,1
954,12.2,0.43,0.4,0.54,6,0
955,10.4,0.21,0.52,0.67,5,0
956,11.3,0.36,0.52,0.62,6,0
957,11.1,0.37,0.52,0.58,6,0
958,11.3,0.57,0.12,0.71,7,1
959,10.0,0.59,0.05,0.61,5,0
960,11.1,0.47,0.27,0.85,6,0
961,9.3,0.56,0.14,0.62,5,0
962,9.5,0.57,0.02,0.69,5,0
963,11.2,0.27,0.39,0.69,6,0
964,11.1,0.47,0.27,0.85,6,0
965,11.0,0.34,0.4,0.86,6,0
966,11.9,0.38,0.41,0.58,7,1
967,9.2,0.66,0.2,0.48,5,0
968,12.2,0.4,0.43,0.6,6,0
969,10.2,0.56,0.09,0.61,5,0
970,10.9,0.26,0.48,0.87,6,0
971,10.9,0.26,0.48,0.87,6,0
972,11.6,0.38,0.5,0.65,7,1
973,10.7,0.34,0.44,0.63,5,0
974,12.1,0.33,0.41,0.62,7,1
975,9.4,0.41,0.3,0.52,5,0
976,9.4,0.41,0.3,0.52,5,0
977,9.1,0.59,0.29,0.5,5,0
978,11.3,0.4,0.32,0.49,7,1
979,10.4,0.45,0.49,0.63,5,0
980,10.5,0.5,0.3,0.71,6,0
981,10.0,0.86,0.26,0.62,5,0
982,12.9,0.52,0.32,0.82,6,0
983,10.5,0.5,0.3,0.71,6,0
984,10.4,0.45,0.49,0.63,5,0
985,11.3,0.58,0.0,0.58,6,0
986,11.4,0.34,0.39,0.55,7,1
987,9.4,0.36,0.3,0.5,5,0
988,9.4,0.39,0.12,0.49,5,0
989,10.9,0.295,0.4,0.51,6,0
990,9.4,0.39,0.12,0.49,5,0
991,9.4,0.34,0.28,0.48,5,0
992,9.4,0.4,0.1,0.48,6,0
993,9.4,0.34,0.28,0.48,5,0
994,9.4,0.35,0.45,0.43,5,0
995,10.1,0.6,0.06,0.62,6,0
996,12.8,0.66,0.0,0.63,7,1
997,12.8,0.66,0.0,0.63,7,1
998,9.1,0.84,0.34,0.48,6,0
999,12.9,0.69,0.0,0.53,6,0
1000,11.5,0.43,0.3,0.72,7,1
1001,10.6,0.35,0.38,0.82,7,1
1002,11.7,0.29,0.33,0.84,7,1
1003,12.8,0.36,0.32,0.55,7,1
1004,10.3,0.43,0.29,0.54,5,0
1005,12.8,0.36,0.32,0.55,7,1
1006,11.7,0.29,0.33,0.84,7,1
1007,11.7,0.3,0.34,0.84,7,1
1008,12.0,0.35,0.4,0.7,7,1
1009,10.9,0.5,0.36,0.68,5,0
1010,12.3,0.28,0.45,0.55,7,1
1011,10.4,0.32,0.31,0.55,6,0
1012,10.0,1.005,0.15,0.48,5,0
1013,10.0,0.71,0.0,0.58,6,0
1014,11.2,0.58,0.16,0.58,6,0
1015,11.4,0.39,0.46,0.84,6,0
1016,12.6,0.38,0.4,0.75,7,1
1017,12.7,0.18,0.37,0.44,6,0
1018,12.7,0.18,0.37,0.44,6,0
1019,10.4,0.5,0.14,0.61,5,0
1020,11.9,0.36,0.66,0.53,6,0
1021,11.9,0.36,0.66,0.53,6,0
1022,10.5,0.51,0.09,0.54,5,0
1023,12.3,0.32,0.42,0.55,6,0
1024,10.5,0.58,0.01,0.56,7,1
1025,10.4,0.83,0.0,0.6,6,0
1026,12.6,0.31,0.32,0.56,6,0
1027,11.6,0.795,0.0,0.52,5,0
1028,10.1,0.34,0.21,0.54,6,0
1029,10.5,0.58,0.01,0.56,7,1
1030,11.5,0.59,0.0,0.55,7,1
1031,11.0,0.55,0.01,0.58,7,1
1032,9.6,0.82,0.0,0.53,5,0
1033,10.4,0.57,0.08,0.59,6,0
1034,9.7,0.745,0.18,0.47,6,0
1035,10.6,0.37,0.34,0.65,7,1
1036,12.5,0.31,0.34,0.59,7,1
1037,9.2,0.91,0.1,0.56,5,0
1038,12.6,0.41,0.41,0.77,7,1
1039,11.1,0.5,0.21,0.83,6,0
1040,10.2,0.965,0.0,0.67,5,0
1041,9.8,0.49,0.19,0.64,6,0
1042,11.1,0.5,0.21,0.83,6,0
1043,10.9,0.39,0.41,0.81,7,1
1044,12.2,0.39,0.33,0.62,6,0
1045,11.4,0.44,0.0,0.58,6,0
1046,10.7,0.78,0.0,0.62,6,0
1047,10.4,0.43,0.17,0.64,5,0
1048,10.9,0.49,0.36,0.78,6,0
1049,10.8,0.5,0.36,0.77,6,0
1050,10.4,0.43,0.17,0.64,5,0
1051,9.2,0.46,0.59,1.34,5,0
1052,12.9,0.605,0.05,0.55,5,0
1053,12.7,0.33,0.42,0.77,7,1
1054,9.1,0.64,0.27,0.62,6,0
1055,9.1,0.64,0.27,0.62,6,0
1056,12.1,0.48,0.53,0.59,7,1
1057,9.1,0.42,0.25,0.57,5,0
1058,11.6,0.53,0.57,0.76,7,1
1059,12.1,0.48,0.53,0.59,7,1
1060,9.9,0.23,0.57,0.7,6,0
1061,12.5,0.4,0.5,0.69,8,1
1062,11.4,0.38,0.44,0.64,6,0
1063,11.8,0.29,0.65,0.63,6,0
1064,11.8,0.74,0.09,0.57,6,0
1065,10.2,0.61,0.18,0.6,6,0
1066,12.5,0.52,0.08,0.72,7,1
1067,10.9,0.31,0.53,0.83,7,1
1068,10.9,0.31,0.53,0.83,7,1
1069,10.8,0.62,0.35,0.62,5,0
1070,11.1,0.33,0.45,0.89,7,1
1071,9.2,0.77,0.2,0.58,5,0
1072,9.5,0.35,0.26,0.58,6,0
1073,10.7,0.62,0.33,0.58,6,0
1074,9.2,0.77,0.2,0.58,5,0
1075,10.2,0.25,0.34,0.86,7,1
1076,11.4,0.32,0.56,0.73,6,0
1077,11.0,0.37,0.65,0.58,5,0
1078,11.0,0.37,0.65,0.58,5,0
1079,12.3,0.3,0.68,0.51,7,1
