,alcohol,volatile acidity,citric acid,sulphates,quality,best_quality
1080,11.8,0.27,0.56,0.51,6,0
1081,12.3,0.3,0.68,0.51,7,1
1082,9.5,0.38,0.3,0.59,6,0
1083,12.0,0.42,0.45,0.77,6,0
1084,9.5,0.38,0.3,0.59,6,0
1085,9.6,0.48,0.08,0.49,5,0
1086,11.6,0.34,0.4,0.66,7,1
1087,11.2,0.19,0.42,0.69,6,0
1088,9.9,0.41,0.54,0.76,7,1
1089,9.9,0.41,0.54,0.76,7,1
1090,11.8,0.26,0.54,0.63,8,1
1091,11.4,0.34,0.42,0.6,6,0
1092,11.5,0.54,0.09,0.59,6,0
1093,12.0,0.31,0.36,0.86,7,1
1094,10.8,0.725,0.09,0.49,6,0
1095,10.5,0.4,0.47,0.5,5,0
1096,10.8,0.725,0.09,0.49,6,0
1097,9.4,0.52,0.38,0.52,5,0
1098,12.5,0.31,0.45,0.81,7,1
1099,9.4,0.52,0.38,0.52,5,0
1100,12.4,0.34,0.42,0.78,6,0
1101,12.0,0.49,0.27,0.63,6,0
1102,11.2,0.48,0.09,0.54,6,0
1103,12.0,0.49,0.27,0.63,6,0
1104,12.4,0.48,0.34,0.66,6,0
1105,12.8,0.57,0.28,0.6,5,0
1106,12.3,0.23,0.42,0.54,6,0
1107,11.7,0.3,0.41,0.85,7,1
1108,9.5,0.78,0.1,0.49,5,0
1109,10.8,0.47,0.43,0.76,6,0
1110,10.0,0.53,0.0,0.64,6,0
1111,12.3,0.42,0.27,0.64,7,1
1112,11.0,0.33,0.41,0.71,6,0
1113,9.5,0.24,0.39,0.59,6,0
1114,13.6,0.4,0.5,0.66,6,0
1115,11.3,0.69,0.07,0.6,6,0
1116,11.3,0.69,0.07,0.6,6,0
1117,11.3,0.69,0.07,0.6,6,0
1118,13.3,0.39,0.12,0.53,6,0
1119,12.9,0.66,0.0,0.58,5,0
1120,13.1,0.54,0.34,0.72,8,1
1121,12.3,0.5,0.0,0.55,6,0
1122,12.3,0.47,0.0,0.48,6,0
1123,11.2,0.4,0.37,0.65,6,0
1124,11.5,0.58,0.0,0.62,4,0
1125,11.3,0.24,0.35,0.59,7,1
1126,13.5,0.29,0.26,0.54,6,0
1127,11.5,0.76,0.0,0.6,6,0
1128,10.0,0.43,0.33,0.68,5,0
1129,10.5,0.43,0.35,0.69,6,0
1130,10.4,0.6,0.0,0.63,6,0
1131,9.5,0.19,0.21,0.44,5,0
1132,13.6,0.36,0.34,0.88,7,1
1133,11.2,0.48,0.07,0.68,7,1
1134,11.8,0.28,0.35,0.74,7,1
1135,11.9,0.25,0.43,0.6,6,0
1136,11.4,0.52,0.45,0.76,6,0
1137,11.4,0.52,0.45,0.76,6,0
1138,9.1,0.41,0.15,0.58,5,0
1139,9.5,0.51,0.24,0.64,6,0
1140,9.5,0.4,0.3,0.65,6,0
1141,11.0,0.38,0.32,0.85,6,0
1142,11.4,0.45,0.11,0.65,6,0
1143,10.0,0.22,0.3,0.82,6,0
1144,10.1,0.32,0.23,0.62,5,0
1145,10.4,0.2,0.43,0.81,6,0
1146,9.8,0.5,0.12,0.87,6,0
1147,11.8,0.41,0.45,0.49,7,1
1148,11.6,0.39,0.42,0.66,6,0
1149,12.0,0.35,0.47,0.52,6,0
1150,12.8,0.33,0.32,0.76,7,1
1151,12.5,0.58,0.23,0.65,6,0
1152,9.8,0.6,0.25,0.53,5,0
1153,11.1,0.42,0.35,0.66,6,0
1154,11.4,0.58,0.0,0.68,6,0
1155,9.8,0.6,0.25,0.53,5,0
1156,11.8,0.18,0.51,0.76,7,1
1157,12.9,0.51,0.18,0.87,7,1
1158,10.6,0.41,0.43,1.16,6,0
1159,10.8,0.41,0.43,0.67,5,0
1160,11.1,0.36,0.57,0.72,7,1
1161,10.2,0.45,0.43,0.75,6,0
1162,11.8,0.32,0.42,0.71,7,1
1163,10.0,0.785,0.24,0.67,5,0
1164,10.0,0.785,0.24,0.67,5,0
1165,9.4,0.44,0.5,1.1,5,0
1166,10.2,0.54,0.26,0.98,5,0
1167,12.4,0.33,0.39,0.88,7,1
1168,12.0,0.34,0.27,0.56,6,0
1169,11.5,0.5,0.29,0.62,6,0
1170,10.5,0.36,0.34,0.67,6,0
1171,10.8,0.59,0.0,0.68,6,0
1172,12.3,0.42,0.46,0.74,6,0
1173,9.5,0.36,0.31,0.62,6,0
1174,9.5,0.36,0.31,0.62,6,0
1175,11.5,0.61,0.0,0.7,6,0
1176,11.2,0.88,0.03,0.5,4,0
1177,12.7,0.66,0.0,0.66,7,1
1178,11.4,0.915,0.0,0.73,5,0
1179,11.0,0.35,0.33,0.81,6,0
1180,11.0,0.35,0.33,0.81,6,0
1181,11.4,0.39,0.43,0.46,5,0
1182,10.5,0.4,0.4,0.86,6,0
1183,9.3,0.66,0.07,0.6,5,0
1184,10.9,0.64,0.23,0.7,5,0
1185,11.9,0.43,0.3,0.46,6,0
1186,12.2,0.8,0.03,0.5,5,0
1187,11.9,0.43,0.3,0.46,6,0
1188,10.9,0.64,0.23,0.7,5,0
1189,9.6,0.955,0.05,0.44,4,0
1190,12.5,0.4,0.57,0.57,6,0
1191,10.8,0.885,0.0,0.51,5,0
1192,12.4,0.25,0.37,0.8,7,1
1193,10.8,0.885,0.0,0.51,5,0
1194,9.5,0.745,0.12,0.59,6,0
1195,9.5,0.43,0.22,0.6,6,0
1196,9.5,0.58,0.23,0.58,6,0
1197,9.8,0.57,0.21,0.54,6,0
1198,10.9,0.26,0.26,0.79,6,0
1199,9.5,0.58,0.23,0.58,6,0
1200,9.8,0.57,0.21,0.54,6,0
1201,11.2,0.34,0.36,0.54,7,1
1202,11.7,0.42,0.39,0.69,8,1
1203,9.4,0.74,0.19,0.55,5,0
1204,11.0,0.36,0.46,0.85,7,1
1205,11.0,0.36,0.46,0.85,7,1
1206,11.0,0.36,0.46,0.85,7,1
1207,10.0,0.72,0.55,0.94,5,0
1208,11.0,0.36,0.46,0.85,7,1
1209,11.2,0.39,0.43,0.87,7,1
1210,10.4,0.65,0.02,0.62,6,0
1211,9.3,0.44,0.15,0.62,5,0
1212,10.4,0.65,0.02,0.62,6,0
1213,10.5,0.38,0.42,0.75,6,0
1214,10.4,0.33,0.46,0.48,6,0
1215,11.3,0.27,0.46,0.56,6,0
1216,9.5,0.57,0.31,0.69,6,0
1217,12.0,0.34,0.37,0.81,6,0
1218,10.6,0.4,0.31,0.69,6,0
1219,10.9,0.39,0.4,0.83,6,0
1220,11.5,0.32,0.52,0.77,6,0
1221,11.5,0.32,0.52,0.77,6,0
1222,9.6,0.53,0.22,0.46,6,0
1223,12.0,0.36,0.47,0.76,6,0
1224,10.3,0.39,0.49,0.82,6,0
1225,9.4,0.46,0.23,0.51,5,0
1226,9.2,0.58,0.03,0.47,5,0
1227,9.6,0.58,0.25,0.72,5,0
1228,13.6,0.42,0.0,0.73,7,1
1229,9.5,0.43,0.29,0.64,5,0
1230,11.8,0.18,0.34,0.78,6,0
1231,10.8,0.815,0.01,0.62,5,0
1232,9.5,0.43,0.29,0.64,5,0
1233,9.3,0.23,0.37,0.49,4,0
1234,12.8,0.75,0.01,0.4,6,0
1235,11.5,0.33,0.32,0.56,4,0
1236,9.4,0.55,0.0,0.64,6,0
1237,12.8,0.75,0.01,0.4,6,0
1238,9.6,0.73,0.0,0.46,4,0
1239,11.8,0.67,0.0,0.56,4,0
1240,9.3,0.61,0.2,0.4,5,0
1241,9.8,0.37,0.39,0.59,5,0
1242,12.2,0.4,0.41,0.6,6,0
1243,9.5,0.56,0.22,0.62,5,0
1244,10.3,0.29,0.25,0.54,6,0
1245,10.5,0.55,0.19,0.68,5,0
1246,10.0,0.74,0.07,0.48,5,0
1247,10.5,0.55,0.19,0.68,5,0
1248,11.1,0.41,0.33,0.75,6,0
1249,10.9,0.6,0.01,0.61,6,0
1250,10.9,0.6,0.01,0.61,6,0
1251,9.8,0.58,0.14,0.59,5,0
1252,9.8,0.72,0.0,0.58,5,0
1253,9.5,0.66,0.0,0.58,5,0
1254,10.9,0.7,0.06,0.69,5,0
1255,11.0,0.64,0.02,0.45,5,0
1256,9.2,0.59,0.22,0.42,5,0
1257,11.0,0.58,0.28,0.7,6,0
1258,11.3,0.64,0.0,0.63,6,0
1259,11.3,0.64,0.0,0.63,6,0
1260,9.3,0.635,0.68,1.15,5,0
1261,11.2,1.02,0.0,0.55,4,0
1262,9.8,0.45,0.38,0.58,5,0
1263,9.6,0.78,0.0,0.46,4,0
1264,11.8,0.37,0.32,0.72,6,0
1265,10.3,0.57,0.05,0.6,6,0
1266,10.3,0.57,0.05,0.6,6,0
1267,11.4,0.43,0.5,0.87,6,0
1268,9.5,0.41,0.31,0.55,6,0
1269,14.0,0.49,0.03,0.82,8,1
1270,14.0,0.38,0.01,0.75,6,0
1271,11.7,0.44,0.2,0.57,6,0
1272,11.2,0.46,0.0,0.53,5,0
1273,9.3,0.58,0.2,0.43,5,0
1274,11.2,0.58,0.13,0.53,6,0
1275,9.5,0.715,0.22,0.54,6,0
1276,12.0,0.4,0.4,0.56,4,0
1277,9.7,0.69,0.0,0.6,6,0
1278,9.5,0.715,0.22,0.54,6,0
1279,11.5,0.3,0.39,0.57,7,1
1280,10.4,0.46,0.2,0.64,6,0
1281,10.4,0.46,0.2,0.64,6,0
1282,10.9,0.765,0.0,0.68,6,0
1283,10.2,0.63,0.28,0.63,6,0
1284,10.9,0.42,0.19,0.56,5,0
1285,10.5,0.37,0.5,0.57,5,0
1286,12.4,0.16,0.44,0.54,6,0
1287,13.0,0.6,0.08,0.37,5,0
1288,10.2,0.6,0.3,1.17,5,0
1289,10.2,0.6,0.3,1.17,5,0
1290,11.0,0.74,0.0,0.59,5,0
1291,10.9,0.635,0.1,0.75,6,0
1292,12.4,0.395,0.13,0.67,6,0
1293,9.7,0.755,0.0,0.49,4,0
1294,10.9,0.635,0.1,0.75,6,0
1295,9.5,0.63,0.0,0.45,5,0
1296,9.5,0.63,0.0,0.45,5,0
1297,12.1,0.53,0.14,0.61,6,0
1298,12.2,0.6,0.0,0.56,6,0
1299,10.9,1.58,0.0,0.4,3,0
1300,12.5,0.645,0.0,0.61,6,0
1301,11.7,0.86,0.07,0.74,6,0
1302,11.2,0.37,0.32,0.8,6,0
1303,11.2,0.28,0.44,0.66,5,0
1304,9.2,0.79,0.21,0.44,5,0
1305,9.8,0.61,0.26,0.53,5,0
1306,10.1,0.69,0.32,0.62,5,0
1307,11.1,0.68,0.09,0.52,4,0
1308,10.1,0.69,0.32,0.62,5,0
1309,9.2,0.62,0.1,0.61,5,0
1310,9.8,0.61,0.26,0.53,5,0
1311,12.8,0.51,0.15,0.59,6,0
1312,10.5,1.18,0.21,0.47,5,0
1313,10.1,0.36,0.21,0.54,6,0
1314,10.1,0.36,0.21,0.53,6,0
1315,9.8,0.63,0.27,0.58,6,0
1316,12.5,0.74,0.0,0.59,6,0
1317,11.9,0.44,0.46,0.69,6,0
1318,9.8,0.63,0.27,0.58,6,0
1319,9.1,0.76,0.68,1.33,6,0
1320,10.1,0.66,0.34,0.66,5,0
1321,12.5,0.74,0.0,0.59,6,0
1322,11.4,0.34,0.42,0.55,5,0
1323,11.0,0.36,0.39,0.82,7,1
1324,10.6,0.46,0.24,0.6,6,0
1325,10.6,0.46,0.24,0.6,6,0
1326,10.6,0.46,0.24,0.6,6,0
1327,10.6,0.46,0.24,0.6,6,0
1328,9.3,0.52,0.11,0.52,5,0
1329,9.8,0.6,0.26,0.56,6,0
1330,9.8,0.6,0.26,0.56,6,0
1331,9.2,0.87,0.26,0.46,5,0
1332,9.7,0.39,0.1,0.43,6,0
1333,9.6,0.775,0.22,0.51,5,0
1334,10.0,0.835,0.0,0.52,5,0
1335,12.6,0.58,0.02,0.66,6,0
1336,9.5,0.5,0.0,0.45,5,0
1337,9.5,0.5,0.0,0.45,5,0
1338,9.5,0.5,0.0,0.45,5,0
1339,10.5,0.51,0.02,0.54,6,0
1340,10.5,0.51,0.02,0.54,6,0
1341,10.5,0.51,0.02,0.54,6,0
1342,10.4,0.54,0.02,0.51,6,0
1343,10.5,0.51,0.02,0.54,6,0
1344,11.0,0.42,0.48,0.53,5,0
1345,10.2,0.44,0.24,0.53,6,0
1346,11.4,0.59,0.01,0.56,5,0
1347,9.5,0.655,0.03,0.39,5,0
1348,9.5,0.655,0.03,0.39,5,0
1349,10.8,0.57,0.0,0.52,5,0
1350,10.0,0.6,0.29,0.57,5,0
1351,11.8,0.62,0.01,0.51,6,0
1352,10.3,0.645,0.03,0.46,5,0
1353,10.3,0.645,0.03,0.46,5,0
1354,10.0,0.58,0.03,0.52,5,0
1355,10.1,0.32,0.25,0.44,5,0
1356,10.1,0.34,0.25,0.44,5,0
1357,11.1,0.43,0.24,0.59,6,0
1358,9.5,0.64,0.17,0.5,5,0
1359,10.0333333333333,0.475,0.4,0.65,6,0
1360,10.9,0.54,0.31,0.56,5,0
1361,10.1,0.85,0.14,0.54,5,0
1362,10.0333333333333,0.475,0.4,0.65,6,0
1363,9.8,0.83,0.27,0.48,4,0
1364,11.8,0.605,0.02,0.53,6,0
1365,9.5,0.5,0.09,0.62,5,0
1366,9.8,0.74,0.08,0.5,5,0
1367,10.5,0.54,0.3,1.18,6,0
1368,9.8,0.77,0.32,0.5,6,0
1369,10.4,0.61,0.0,0.37,4,0
1370,9.2,0.78,0.51,1.17,5,0
1371,11.6,0.58,0.56,1.03,6,0
1372,9.2,0.78,0.51,1.17,5,0
1373,9.3,0.75,0.27,0.45,5,0
1374,9.8,0.815,0.0,0.51,3,0
1375,9.9,0.56,0.26,0.52,5,0
1376,10.0,0.885,0.2,0.46,5,0
1377,12.2,0.49,0.26,0.62,6,0
1378,9.9,0.45,0.15,0.51,6,0
1379,10.8,0.57,0.02,0.62,6,0
1380,10.8,0.57,0.02,0.62,6,0
1381,9.6,0.83,0.09,0.45,5,0
1382,9.9,0.6,0.22,0.49,5,0
1383,9.9,0.6,0.22,0.49,5,0
1384,9.5,0.755,0.15,0.5,5,0
1385,9.2,0.81,0.25,0.42,5,0
1386,9.6,0.64,0.07,0.58,5,0
1387,9.6,0.64,0.07,0.58,5,0
1388,10.3,0.64,0.31,0.68,5,0
1389,9.7,0.48,0.02,0.53,5,0
1390,12.5,0.49,0.0,0.59,6,0
1391,11.0,0.64,0.22,0.58,5,0
1392,9.8,0.62,0.06,0.48,5,0
1393,10.2,0.52,0.25,0.48,5,0
1394,9.2,0.57,0.14,0.48,5,0
1395,9.55,0.685,0.1,0.65,6,0
1396,9.55,0.675,0.1,0.65,5,0
1397,9.9,0.59,0.26,0.52,5,0
1398,10.2,0.6,0.12,0.62,7,1
1399,11.1,0.67,0.0,0.72,6,0
1400,9.9,0.69,0.21,0.51,5,0
1401,9.9,0.69,0.21,0.51,5,0
1402,11.9,0.3,0.42,0.82,6,0
1403,10.0,0.33,0.33,1.1,8,1
1404,10.7,0.5,0.39,0.62,6,0
1405,11.3,0.28,0.3,0.9,7,1
1406,10.9,0.24,0.34,0.94,6,0
1407,10.7,0.51,0.0,0.93,6,0
1408,12.4,0.29,0.36,1.01,7,1
1409,10.7,0.51,0.0,0.93,6,0
1410,11.9,0.96,0.0,0.44,6,0
1411,10.6,0.47,0.4,0.73,6,0
1412,10.9,0.24,0.34,0.94,6,0
1413,10.1,0.57,0.25,0.9,5,0
1414,9.6,0.32,0.59,0.78,5,0
1415,9.4,0.58,0.0,0.84,5,0
1416,9.6,0.32,0.59,0.78,5,0
1417,12.1,0.34,0.33,0.77,7,1
1418,9.8,0.53,0.01,0.46,5,0
1419,9.9,0.64,0.21,0.45,5,0
1420,9.8,0.53,0.01,0.46,5,0
1421,9.4,0.4,0.18,0.58,5,0
1422,11.4,0.54,0.0,0.84,6,0
1423,11.0,0.53,0.09,0.67,4,0
1424,9.6,0.26,0.37,0.7,6,0
1425,9.6,0.26,0.37,0.7,6,0
1426,12.1,0.23,0.37,0.71,6,0
1427,11.2,0.41,0.33,0.58,5,0
1428,11.0,0.64,0.0,0.63,5,0
1429,11.3,0.18,0.4,0.93,5,0
1430,10.4,0.41,0.24,0.62,5,0
1431,9.9,0.43,0.31,0.54,6,0
1432,11.7,0.44,0.0,0.85,6,0
1433,10.1,0.4,0.16,0.74,7,1
1434,9.0,0.54,0.37,0.77,6,0
1435,9.0,0.54,0.37,0.77,6,0
1436,8.5,0.38,0.38,0.65,5,0
1437,11.1,0.915,0.29,0.54,5,0
1438,10.3,0.59,0.0,0.47,5,0
1439,11.066666666666698,0.67,0.02,0.68,6,0
1440,11.3,0.37,0.32,0.73,7,1
1441,9.56666666666667,0.785,0.19,0.52,6,0
1442,9.8,0.63,0.02,0.75,5,0
1443,11.7,0.58,0.2,0.49,5,0
1444,11.1,0.67,0.02,0.68,6,0
1445,9.6,0.785,0.19,0.52,6,0
1446,9.8,0.63,0.02,0.75,5,0
1447,9.7,0.67,0.0,0.74,5,0
1448,9.7,0.58,0.01,0.73,5,0
1449,11.3,0.38,0.31,0.76,8,1
1450,11.3,0.37,0.32,0.73,7,1
1451,11.0,0.32,0.44,0.78,7,1
1452,11.6,0.58,0.02,0.76,7,1
1453,9.0,0.49,0.33,0.58,5,0
1454,10.9,0.45,0.63,0.69,6,0
1455,10.9,0.9,0.0,0.63,6,0
1456,10.55,0.54,0.06,0.5,6,0
1457,9.0,0.49,0.33,0.58,5,0
1458,10.5,0.29,0.4,0.6,5,0
1459,11.9,0.2,0.35,0.8,7,1
1460,10.4,0.42,0.09,0.68,6,0
1461,10.0,0.785,0.0,0.61,4,0
1462,10.4,0.64,0.03,0.58,6,0
1463,10.8,0.63,0.01,0.53,6,0
1464,9.7,0.59,0.1,0.67,5,0
1465,9.7,0.59,0.1,0.67,5,0
1466,10.0,0.48,0.32,0.65,7,1
1467,11.0,1.04,0.08,0.57,4,0
1468,10.0,0.48,0.32,0.65,7,1
1469,9.7,0.98,0.05,0.55,3,0
1470,9.7,0.69,0.11,0.47,5,0
1471,12.6,0.7,0.08,0.52,5,0
1472,11.1,0.35,0.6,0.79,6,0
1473,11.0,0.6,0.08,0.54,5,0
1474,8.8,0.5,0.5,0.75,5,0
1475,13.566666666666698,0.47,0.11,0.88,7,1
1476,8.8,0.5,0.5,0.75,5,0
1477,13.6,0.47,0.11,0.88,7,1
1478,10.2,0.875,0.05,0.52,3,0
1479,10.6,0.28,0.6,0.68,5,0
1480,10.1,0.62,0.03,0.62,4,0
1481,10.6,0.28,0.6,0.68,5,0
1482,10.3,0.58,0.54,0.57,4,0
1483,10.7,0.33,0.44,0.61,5,0
1484,10.9,0.91,0.06,0.64,4,0
1485,9.7,0.655,0.16,0.55,5,0
1486,10.3,0.68,0.21,0.6,5,0
1487,10.6,0.64,0.05,0.78,5,0
1488,11.4,0.54,0.04,0.58,5,0
1489,10.8,0.57,0.1,0.76,6,0
1490,12.4,0.22,0.49,0.56,6,0
1491,11.4,0.54,0.04,0.58,5,0
1492,11.95,0.65,0.06,0.54,5,0
1493,9.7,0.54,0.26,0.59,5,0
1494,10.0,0.31,0.09,0.7,7,1
1495,10.6,0.43,0.02,0.81,6,0
1496,9.7,0.54,0.26,0.59,5,0
1497,11.5,0.74,0.03,0.63,6,0
1498,10.8,0.895,0.04,0.58,6,0
1499,11.5,0.74,0.03,0.63,6,0
1500,9.6,0.725,0.04,0.53,5,0
1501,9.4,0.82,0.29,0.53,5,0
1502,9.8,0.585,0.18,0.54,5,0
1503,11.0,0.44,0.39,0.69,6,0
1504,11.4,0.38,0.57,0.55,6,0
1505,9.95,0.76,0.02,0.63,3,0
1506,10.8,0.81,0.05,0.66,6,0
1507,11.4,0.38,0.57,0.55,6,0
1508,10.6,0.27,0.6,0.72,6,0
1509,11.1,0.18,0.4,0.7,5,0
1510,9.7,0.36,0.21,0.77,6,0
1511,9.8,0.69,0.04,0.67,5,0
1512,10.4,0.79,0.04,0.65,6,0
1513,10.5,0.56,0.15,0.6,6,0
1514,9.23333333333333,0.84,0.21,0.72,6,0
1515,9.25,0.84,0.21,0.72,6,0
1516,10.6,0.32,0.25,0.97,5,0
1517,10.3,0.53,0.06,0.83,6,0
1518,10.5,0.47,0.46,0.63,5,0
1519,10.2,0.7,0.08,0.58,5,0
1520,10.3,0.53,0.06,0.83,6,0
1521,9.05,0.48,0.2,0.43,4,0
1522,10.6,0.32,0.25,0.97,5,0
1523,10.4,0.48,0.25,0.6,5,0
1524,10.0,0.42,0.19,0.78,6,0
1525,9.7,0.48,0.08,0.64,5,0
1526,9.6,0.47,0.08,0.65,6,0
1527,10.8,0.53,0.07,0.66,6,0
1528,10.1,0.29,0.49,0.67,6,0
1529,10.2,0.69,0.08,0.6,6,0
1530,11.3,0.44,0.09,0.69,6,0
1531,10.2,0.705,0.1,0.66,5,0
1532,9.9,0.53,0.13,0.68,6,0
1533,9.0,0.39,0.3,0.61,5,0
1534,11.7,0.56,0.14,0.62,7,1
1535,9.7,0.55,0.13,0.59,6,0
1536,10.3,0.53,0.08,0.68,6,0
1537,10.2,0.58,0.08,0.64,6,0
1538,12.0,0.64,0.09,0.63,5,0
1539,9.9,0.39,0.32,0.78,5,0
1540,11.6,0.52,0.08,0.63,6,0
1541,10.9,0.25,0.29,0.76,7,1
1542,10.75,0.855,0.02,0.56,6,0
1543,10.4,0.44,0.42,0.57,6,0
1544,11.2,0.37,0.43,0.81,7,1
1545,10.1,0.63,0.33,0.64,6,0
1546,10.2,0.57,0.02,0.61,5,0
1547,12.1,0.6,0.1,0.51,5,0
1548,10.4,0.4,0.5,0.58,5,0
1549,11.4,0.36,0.3,0.7,8,1
1550,9.5,0.68,0.0,0.53,5,0
1551,9.4,0.67,0.0,0.54,5,0
1552,11.3,0.68,0.01,0.66,6,0
1553,9.4,0.735,0.0,0.6,5,0
1554,11.0,0.855,0.02,0.6,6,0
1555,10.55,0.56,0.17,0.68,7,1
1556,9.9,0.88,0.04,0.56,5,0
1557,11.0,0.855,0.02,0.6,6,0
1558,9.5,0.63,0.33,0.56,5,0
1559,9.9,0.6,0.26,0.52,5,0
1560,9.9,0.6,0.26,0.52,5,0
1561,9.9,0.6,0.26,0.52,5,0
1562,10.1,0.695,0.13,0.54,5,0
1563,10.1,0.695,0.13,0.54,5,0
1564,10.1,0.695,0.13,0.54,5,0
1565,10.9,0.67,0.02,0.82,6,0
1566,11.2,0.16,0.64,0.71,6,0
1567,10.1,0.695,0.13,0.54,5,0
1568,9.2,0.56,0.13,0.59,5,0
1569,11.5,0.51,0.14,0.57,6,0
1570,12.4,0.36,0.53,0.93,6,0
1571,11.1,0.38,0.14,0.65,6,0
1572,9.5,0.69,0.32,0.51,5,0
1573,12.5,0.58,0.2,0.67,6,0
1574,10.5,0.31,0.78,0.48,6,0
1575,11.8,0.52,0.4,0.64,6,0
1576,10.8,0.3,0.63,0.78,6,0
1577,11.9,0.7,0.15,0.6,6,0
1578,11.3,0.67,0.15,0.67,6,0
1579,11.3,0.56,0.09,0.6,5,0
1580,11.9,0.35,0.33,0.6,6,0
1581,11.3,0.56,0.09,0.6,5,0
1582,11.9,0.715,0.1,0.5,5,0
1583,9.8,0.46,0.29,0.62,5,0
1584,11.6,0.32,0.44,0.8,7,1
1585,11.5,0.39,0.44,0.84,6,0
1586,11.4,0.31,0.41,0.85,6,0
1587,10.9,0.61,0.11,0.66,6,0
1588,12.8,0.66,0.33,0.78,6,0
1589,9.2,0.725,0.2,0.54,5,0
1590,11.6,0.55,0.15,0.82,6,0
1591,11.6,0.74,0.09,0.56,6,0
1592,11.0,0.51,0.13,0.75,6,0
1593,9.5,0.62,0.08,0.82,6,0
1594,10.5,0.6,0.08,0.58,5,0
1595,11.2,0.55,0.1,0.76,6,0
1596,11.0,0.51,0.13,0.75,6,0
1597,10.2,0.645,0.12,0.71,5,0
1598,11.0,0.31,0.47,0.66,6,0
